Linux 6.12.74+deb13+1-cloud-amd64 (ip-10-20-0-10) 	03/15/26 	_x86_64_	(8 CPU)

12:46:10     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:46:34       2    0.00    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   97.96
12:46:34       3    0.00    0.00    3.09    0.00    0.00    1.03    0.00    0.00    0.00   95.88
12:46:34       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:34       5    2.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.98
12:46:34       6    1.03    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   97.94
12:46:34       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:46:34     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:46:35     all    0.51    0.00    0.51    0.00    0.00    0.13    0.00    0.00    0.00   98.86
12:46:35       0    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
12:46:35       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:35       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:35       3    1.05    0.00    1.05    0.00    0.00    0.00    0.00    0.00    0.00   97.89
12:46:35       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:35       5    2.02    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   94.95
12:46:35       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:35       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:46:35     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:46:36     all    0.38    0.00    0.64    0.00    0.00    0.25    0.00    0.00    0.00   98.73
12:46:36       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:36       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:36       2    1.04    0.00    1.04    0.00    0.00    0.00    0.00    0.00    0.00   97.92
12:46:36       3    0.00    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   98.97
12:46:36       4    0.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   98.00
12:46:36       5    1.02    0.00    0.00    0.00    0.00    1.02    0.00    0.00    0.00   97.96
12:46:36       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:36       7    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97

12:46:36     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:46:37     all    0.76    0.00    0.63    0.00    0.00    0.25    0.00    0.00    0.00   98.35
12:46:37       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:37       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:37       2    1.03    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   97.94
12:46:37       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:37       4    2.06    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   95.88
12:46:37       5    3.06    0.00    2.04    0.00    0.00    2.04    0.00    0.00    0.00   92.86
12:46:37       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:37       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:46:37     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:46:38     all    0.51    0.00    0.25    0.00    0.00    0.13    0.00    0.00    0.00   99.12
12:46:38       0    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
12:46:38       1    1.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.97
12:46:38       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:38       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:38       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:46:38       5    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
