timestamp,total_cpu_pct,hd_cpu_pct,ts_cpu_pct
1773416747,85.0,128.0,0.00.0
1773416748,76.4,128.0,0.00.0
1773416749,80.0,128.0,0.00.0
1773416750,82.5,128.0,0.00.0
1773416751,73.8,129.0,0.00.0
1773416752,86.3,129.0,0.00.0
1773416753,84.2,129.0,0.00.0
1773416754,84.7,129.0,0.00.0
1773416756,79.9,129.0,0.00.0
1773416757,53.3,129.0,0.00.0
1773416758,25.6,129.0,0.00.0
1773416759,45.3,128.0,0.00.0
1773416760,50.2,128.0,0.00.0
1773416761,78.9,128.0,0.00.0
1773416762,87.5,128.0,0.00.0
1773416763,94.4,129.0,0.00.0
1773416764,80.6,129.0,0.00.0
1773416765,67.5,129.0,0.00.0
1773416766,82.3,129.0,0.00.0
1773416768,92.6,129.0,0.00.0
1773416769,90.8,129.0,0.00.0
1773416770,77.7,129.0,0.00.0
1773416771,66.7,129.0,0.00.0
1773416772,79.0,129.0,0.00.0
1773416773,82.9,129.0,0.00.0
1773416774,76.2,130.0,0.00.0
1773416775,43.4,129.0,0.00.0
1773416776,50.0,129.0,0.00.0
1773416777,50.0,129.0,0.00.0
1773416778,25.8,129.0,0.00.0
1773416779,84.6,129.0,0.00.0
1773416780,82.5,129.0,0.00.0
1773416781,93.7,129.0,0.00.0
1773416783,83.9,129.0,0.00.0
1773416784,92.1,129.0,0.00.0
1773416785,94.0,129.0,0.00.0
1773416786,90.4,130.0,0.00.0
1773416787,90.7,130.0,0.00.0
1773416788,72.8,130.0,0.00.0
1773416789,90.4,130.0,0.00.0
1773416790,74.6,130.0,0.00.0
1773416791,84.0,130.0,0.00.0
1773416792,76.8,130.0,0.00.0
1773416793,50.1,130.0,0.00.0
1773416794,50.4,130.0,0.00.0
1773416795,50.0,130.0,0.00.0
1773416796,53.0,129.0,0.00.0
1773416797,82.4,129.0,0.00.0
1773416798,84.7,130.0,0.00.0
1773416799,80.4,130.0,0.00.0
1773416800,73.6,130.0,0.00.0
1773416801,80.0,130.0,0.00.0
1773416803,83.6,130.0,0.00.0
1773416804,80.7,130.0,0.00.0
1773416805,85.1,130.0,0.00.0
1773416806,85.3,130.0,0.00.0
1773416807,86.4,130.0,0.00.0
1773416808,87.4,130.0,0.00.0
1773416809,85.3,130.0,0.00.0
1773416810,76.0,131.0,0.00.0
1773416811,54.4,130.0,0.00.0
1773416812,25.6,130.0,0.00.0
1773416813,42.6,130.0,0.00.0
1773416814,50.0,130.0,0.00.0
1773416815,65.9,130.0,0.00.0
1773416816,71.9,130.0,0.00.0
1773416817,88.8,130.0,0.00.0
1773416818,76.8,130.0,0.00.0
1773416819,89.8,130.0,0.00.0
1773416820,90.8,130.0,0.00.0
1773416821,90.5,130.0,0.00.0
